Date,Close,High,Low,Open,Volume
2016-02-18,21.801015853881836,22.396659013501615,21.762512851361503,22.385334296070464,156084000
2016-02-19,21.751178741455078,21.91424491280335,21.69682392697512,21.742119317723684,141496800
2016-02-22,21.941429138183594,21.945959715589726,21.724008076232284,21.812335328652846,137123200
2016-02-23,21.4454402923584,21.85536946725895,21.41373315882516,21.832721761579375,127770400
2016-02-24,21.764772415161133,21.82818666911204,21.135156996778832,21.284634933584957,145022800
2016-02-25,21.914243698120117,21.914243698120117,21.57225781482665,21.753442823594813,110330800
2016-02-26,21.948219299316406,22.199610986924736,21.873480342723052,22.013897103452752,115964400
2016-02-29,21.898401260375977,22.247181456239563,21.88934183254598,21.93690253272158,140865200
2016-03-01,22.76807975769043,22.822434582820552,22.06372540771771,22.11581667240276,201628400
2016-03-02,22.817909240722656,22.84961637091377,22.56651575998669,22.763554407239177,132678400
2016-03-03,22.987768173217773,23.035328865537434,22.74996298371058,22.779406551271965,147822800
2016-03-04,23.329755783081055,23.497350862041575,22.958327917325843,23.184808407562386,184220400
2016-03-07,23.07156753540039,23.28898859276928,22.865469465490182,23.189336626842675,143315600
2016-03-08,22.88132095336914,23.046652452021572,22.73863888339616,22.824700837488127,126247600
2016-03-09,22.901704788208008,23.005885592690777,22.70919501445261,22.944734900725788,108806800
2016-03-10,22.913026809692383,23.155360823111348,22.682017509985283,22.96738336201888,134054400
2016-03-11,23.159893035888672,23.16442188494813,22.987767397179063,23.15536245892038,109632800
2016-03-14,23.21877670288086,23.30710567463495,23.05118164121407,23.08062520776838,100304400
2016-03-15,23.68532943725586,23.82121738210756,23.519997923615165,23.54491091509402,160270800
2016-03-16,24.000137329101562,24.07713986478873,23.687593153195106,23.692123730534927,153214000
2016-03-17,23.961631774902344,24.113373258371606,23.77138730256809,23.898215798851812,137682800
2016-03-18,23.988811492919922,24.120170583094062,23.823481713829104,24.08393287770441,176820800
2016-03-21,23.986549377441406,24.380624943797773,23.81215843358732,23.991078226933524,142010800
2016-03-22,24.169992446899414,24.299086226519456,23.828006504151766,23.837065928955983,129777600
2016-03-23,24.036373138427734,24.24926534626152,23.98428359475072,24.11564269013365,102814000
2016-03-24,23.932188034057617,24.063547105898483,23.755533564710287,23.886892636551153,104532000
2016-03-28,23.8234806060791,24.04996107050679,23.79403703984186,24.006929229334705,77645600
2016-03-29,24.38741111755371,24.412324101396788,23.75326526539828,23.755530553359044,124760400
2016-03-30,24.813199996948242,25.007973341395775,24.595778950848203,24.607103665628895,182404400
2016-03-31,24.684106826782227,24.890204891270198,24.659193835956014,24.849438336091747,103553600
2016-04-01,24.91058349609375,24.912848784343115,24.5051832948904,24.636542366815014,103496000
2016-04-04,25.166515350341797,25.408849431326896,24.974005531017948,25.007977953716814,149424800
2016-04-05,24.86981773376465,25.078181061580132,24.781490496240938,24.80187463531264,106314800
2016-04-06,25.13027000427246,25.13480058080752,24.731663936712053,24.96494024682486,105616400
2016-04-07,24.582191467285156,25.00797414695786,24.487070080535233,24.90152804506245,127207600
2016-04-08,24.609373092651367,24.86076486955153,24.498396398446378,24.66599322025871,94326800
2016-04-11,24.690900802612305,25.051005658976695,24.64787068702946,24.679577815525835,117630000
2016-04-12,25.01250457763672,25.026092853404545,24.609369602707936,24.763374669167092,108929200
2016-04-13,25.37487030029297,25.442813399819443,25.094035020850985,25.094035020850985,133029200
2016-04-14,25.388452529907227,25.454132053348037,25.214063381943124,25.27974290538393,101895600
2016-04-15,24.878881454467773,25.433759691123253,24.851704901558435,25.39072784513812,187756000
2016-04-18,24.34212875366211,24.67505368992081,24.21982905695286,24.661465410700682,243286000
2016-04-19,24.213031768798828,24.45989469138026,24.059024955329328,24.432716408564772,129539600
2016-04-20,24.262853622436523,24.48027467966977,24.020519573737165,24.15187866912047,122444000
2016-04-21,24.000137329101562,24.217558387870543,23.898220073863335,24.217558387870543,126210000
2016-04-22,23.9344539642334,24.115639014935994,23.694385240774857,23.78271247781748,134732400
2016-04-25,23.798564910888672,23.92765869181828,23.669471129959064,23.780446061096434,112126400
2016-04-26,23.633235931396484,23.848393407654267,23.533585702810786,23.533585702810786,224064800
2016-04-27,22.154312133789062,22.355879546778908,21.669644227509174,21.742117884675096,458408400
2016-04-28,21.477140426635742,22.167904728247734,21.345781357430408,22.106755770050007,328970800
2016-04-29,21.230283737182617,21.452235409950184,20.95171366158771,21.28690386791922,274126000
2016-05-02,21.207632064819336,21.30728402921264,20.926796752694237,21.282371038114313,192640400
2016-05-03,21.556400299072266,21.683228745183268,21.21667976592524,21.334448790470027,227325200
2016-05-04,21.332189559936523,21.719470838965908,21.248391189374903,21.5609335212473,164102000
2016-05-05,21.24560546875,21.43472914791066,21.118004788077215,21.418779062826562,143562000
2016-05-06,21.127124786376953,21.293461182259097,20.928886473720148,21.275233750654156,174799600
2016-05-09,21.1430721282959,21.366373347698225,21.097499209131772,21.1909223895964,131745600
2016-05-10,21.28662109375,21.320800345595995,20.988125887048184,21.266114585699782,134747200
2016-05-11,21.079269409179688,21.320799769083546,21.067875746062786,21.30029326158782,114876400
2016-05-12,20.584815979003906,21.14079343395983,20.38657942691291,21.127122427175387,305258800
2016-05-13,20.625837326049805,20.887876049836084,20.507351173070024,20.507351173070024,177571200
2016-05-16,21.391437530517578,21.507646298698038,20.88331209704313,21.051927548030122,245039200
2016-05-17,21.302576065063477,21.5782857465761,21.193204520187564,21.54410822532073,187667600
2016-05-18,21.5463809967041,21.694489931630287,21.39371563938697,21.455238641453214,168249600
2016-05-19,21.464357376098633,21.564616080500596,21.320806562601753,21.564616080500596,121768400
2016-05-20,21.696765899658203,21.74461615082954,21.537263323991663,21.56460706970189,128104000
2016-05-23,21.972476959228516,22.14565055016951,21.79930336828752,21.84487628086613,152074400
2016-05-24,22.307430267333984,22.350722360838052,22.065898179024362,22.152485842890183,140560800
2016-05-25,22.699352264404297,22.72669427765415,22.35528411076761,22.482884808411256,152675200
2016-05-26,22.879358291625977,22.95227321448298,22.476046266425598,22.713020200318088,225324800
2016-05-27,22.86568832397461,22.893032075275944,22.615043354880893,22.658337193167394,145364800
2016-05-31,22.75403594970703,22.877080213373,22.51706200543505,22.694792029031795,169228800
2016-06-01,22.435029983520508,22.68111848328965,22.40540889571504,22.56263065521024,116693200
2016-06-02,22.266427993774414,22.293770017956604,22.018060264064015,22.23908423116241,160766400
2016-06-03,22.31198501586914,22.391735433109687,22.204890853390957,22.28236392901657,114019600
2016-06-06,22.473766326904297,23.216588270279274,22.2276795581887,22.32793648676586,93170000
2016-06-07,22.56491470336914,22.756317491473023,22.54896461589625,22.615044046406567,89638000
2016-06-08,22.544408798217773,22.685680508647046,22.485164869544324,22.562636228369513,83392400
2016-06-09,22.706186294555664,22.783657644976127,22.435033091226014,22.44414767452766,106405600
2016-06-10,22.519338607788086,22.63782469767143,22.439588187825375,22.450980111575035,126851600
2016-06-13,22.179834365844727,22.58542558014755,22.125148593635664,22.487445963290416,152082000
2016-06-14,22.20717430114746,22.439591835307525,22.045394354803797,22.175274127977108,127727600
2016-06-15,22.134262084960938,22.423644497893772,22.109197411764256,22.289206547254377,117780800
2016-06-16,22.227676391601562,22.27324755824188,21.890443847806054,21.97702975979409,125307200
2016-06-17,21.721834182739258,22.022608481926333,21.714998679780535,22.01577297896761,244032800
2016-06-20,21.669429779052734,22.00438339354534,21.653479689716388,21.87450359796957,137647600
2016-06-21,21.853994369506836,21.954251316406683,21.573726562077685,21.63297048872019,142185600
2016-06-22,21.771963119506836,22.077293835540676,21.7263902032435,21.931463980356007,116876400
2016-06-23,21.89729118347168,21.940585032078385,21.703611012931944,21.860834578141965,128960800
2016-06-24,21.282062530517578,21.569165783341536,21.111168026908114,21.170411941586124,301245600
2016-06-27,20.972179412841797,21.202317893911776,20.84913512806466,21.190924228524736,181958400
2016-06-28,21.325355529785156,21.341307353025577,20.994960170790478,21.168133761908027,161779600
2016-06-29,21.509933471679688,21.54411273852452,21.334480713143414,21.41195383388702,146124000
